userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received,age_group
1879816,32,27,1981,7,male,643.0,0,0,0,0,0,0,0,0,31-40
1747537,32,7,1981,7,female,364.0,0,0,0,0,0,0,0,0,31-40
1441223,32,13,1981,7,male,360.0,0,0,0,0,0,0,0,0,31-40
1266909,32,2,1981,7,male,341.0,0,0,0,0,0,0,0,0,31-40
1781321,32,5,1981,7,female,27.0,0,0,0,0,0,0,0,0,31-40
2026129,32,30,1981,7,male,25.0,0,0,0,0,0,0,0,0,31-40
1335276,32,2,1981,8,male,321.0,0,0,0,0,0,0,0,0,31-40
1181588,32,14,1981,8,female,152.0,0,0,0,0,0,0,0,0,31-40
1181772,32,15,1981,9,male,735.0,0,0,0,0,0,0,0,0,31-40
1318909,32,17,1981,9,female,464.0,0,0,0,0,0,0,0,0,31-40
1489408,32,21,1981,9,female,134.0,0,0,0,0,0,0,0,0,31-40
1932974,32,7,1981,10,male,858.0,0,0,0,0,0,0,0,0,31-40
1026711,32,10,1981,10,male,164.0,0,0,0,0,0,0,0,0,31-40
1905377,32,15,1981,10,female,74.0,0,0,0,0,0,0,0,0,31-40
1854020,34,14,1979,11,male,343.0,0,0,0,0,0,0,0,0,31-40
1035400,34,22,1979,11,male,31.0,0,0,0,0,0,0,0,0,31-40
1593052,33,8,1980,1,male,312.0,0,0,0,0,0,0,0,0,31-40
2189667,33,2,1980,1,female,214.0,0,0,0,0,0,0,0,0,31-40
1681332,33,13,1980,1,female,182.0,0,0,0,0,0,0,0,0,31-40
2037914,33,29,1980,1,male,76.0,0,0,0,0,0,0,0,0,31-40
1259623,33,2,1980,1,male,3.0,0,0,0,0,0,0,0,0,31-40
1793687,33,1,1980,1,male,762.0,0,0,0,0,0,0,0,0,31-40
1505764,33,1,1980,1,male,448.0,0,0,0,3,0,2,0,1,31-40
1433200,33,1,1980,1,female,334.0,0,0,0,0,0,0,0,0,31-40
1305350,33,1,1980,1,male,320.0,0,0,0,0,0,0,0,0,31-40
2046423,33,1,1980,1,male,311.0,0,0,0,0,0,0,0,0,31-40
1052028,33,1,1980,1,female,212.0,0,0,0,0,0,0,0,0,31-40
1063103,33,1,1980,1,male,218.0,0,0,0,0,0,0,0,0,31-40
1713656,33,1,1980,1,male,224.0,0,0,0,0,0,0,0,0,31-40
1441479,33,1,1980,1,male,209.0,0,0,0,0,0,0,0,0,31-40
1712082,33,1,1980,1,male,33.0,0,0,0,0,0,0,0,0,31-40
1996986,33,1,1980,1,male,17.0,0,0,0,0,0,0,0,0,31-40
1425781,33,1,1980,1,male,17.0,0,0,0,0,0,0,0,0,31-40
1973420,33,13,1980,2,male,385.0,0,0,0,0,0,0,0,0,31-40
1961107,33,20,1980,2,male,53.0,0,0,0,0,0,0,0,0,31-40
1660100,33,14,1980,2,female,78.0,0,0,0,0,0,0,0,0,31-40
1784543,33,1,1980,2,male,483.0,0,0,0,0,0,0,0,0,31-40
2001480,33,1,1980,2,female,322.0,0,0,0,0,0,0,0,0,31-40
1509039,33,3,1980,3,male,585.0,0,0,0,0,0,0,0,0,31-40
1856414,33,13,1980,3,male,449.0,0,0,0,0,0,0,0,0,31-40
1472937,33,29,1980,3,female,336.0,0,0,0,2,0,0,0,2,31-40
2175299,33,26,1980,3,female,349.0,0,0,0,0,0,0,0,0,31-40
1636324,33,7,1980,3,male,302.0,0,0,0,0,0,0,0,0,31-40
1701327,33,1,1980,3,female,367.0,0,0,0,0,0,0,0,0,31-40
1106493,33,9,1980,4,female,842.0,0,0,0,0,0,0,0,0,31-40
1495982,33,15,1980,4,male,494.0,0,0,0,0,0,0,0,0,31-40
1366894,33,12,1980,4,male,297.0,0,0,0,0,0,0,0,0,31-40
1546837,33,6,1980,5,female,470.0,0,0,0,0,0,0,0,0,31-40
1305085,33,26,1980,5,male,327.0,0,0,0,0,0,0,0,0,31-40
1620007,33,23,1980,5,female,278.0,0,0,0,0,0,0,0,0,31-40
1122645,33,27,1980,5,female,200.0,0,0,0,0,0,0,0,0,31-40
1325584,33,5,1980,5,male,10.0,0,0,0,0,0,0,0,0,31-40
1476520,33,26,1980,6,male,300.0,0,0,0,0,0,0,0,0,31-40
1949576,33,23,1980,6,female,281.0,0,0,0,0,0,0,0,0,31-40
1181489,33,10,1980,7,male,320.0,0,0,0,0,0,0,0,0,31-40
1596855,33,8,1980,7,male,561.0,0,0,0,0,0,0,0,0,31-40
1727288,33,13,1980,7,male,198.0,0,0,0,0,0,0,0,0,31-40
1389972,33,15,1980,7,female,90.0,0,0,0,0,0,0,0,0,31-40
1297323,33,24,1980,8,male,368.0,0,0,0,0,0,0,0,0,31-40
2039639,33,17,1980,8,male,214.0,0,0,0,0,0,0,0,0,31-40
1393287,33,22,1980,8,male,132.0,0,0,0,0,0,0,0,0,31-40
1426955,33,15,1980,8,male,85.0,0,0,0,0,0,0,0,0,31-40
1133421,33,10,1980,9,male,510.0,0,0,0,0,0,0,0,0,31-40
1241847,33,21,1980,9,male,317.0,0,0,0,0,0,0,0,0,31-40
1313074,33,20,1980,9,male,132.0,0,0,0,0,0,0,0,0,31-40
1845787,33,10,1980,10,female,408.0,0,0,0,0,0,0,0,0,31-40
1691788,33,10,1980,10,male,363.0,0,0,0,0,0,0,0,0,31-40
1312178,33,18,1980,10,male,278.0,0,0,0,0,0,0,0,0,31-40
1442230,33,10,1980,10,male,0.0,0,0,0,0,0,0,0,0,31-40
2136516,35,20,1978,11,male,154.0,0,0,0,0,0,0,0,0,31-40
1196960,35,11,1978,11,male,21.0,0,0,0,0,0,0,0,0,31-40
1795408,35,14,1978,12,male,212.0,0,0,0,0,0,0,0,0,31-40
1638777,35,19,1978,12,male,273.0,0,0,0,0,0,0,0,0,31-40
1393411,35,22,1978,12,male,300.0,0,0,0,0,0,0,0,0,31-40
1748681,35,7,1978,12,male,199.0,0,0,0,0,0,0,0,0,31-40
1451764,35,1,1978,12,female,23.0,0,0,0,0,0,0,0,0,31-40
1417275,34,6,1979,1,male,300.0,0,0,0,0,0,0,0,0,31-40
1244017,34,25,1979,1,male,194.0,0,0,0,0,0,0,0,0,31-40
1786737,34,16,1979,2,male,320.0,0,0,0,0,0,0,0,0,31-40
1329820,34,13,1979,2,male,39.0,0,0,0,0,0,0,0,0,31-40
1391167,34,28,1979,2,female,15.0,0,0,0,0,0,0,0,0,31-40
1580582,34,14,1979,3,male,37.0,0,0,0,0,0,0,0,0,31-40
1893534,34,18,1979,3,male,52.0,0,0,0,0,0,0,0,0,31-40
1308916,34,7,1979,3,female,20.0,0,0,0,0,0,0,0,0,31-40
1720877,34,19,1979,4,male,516.0,0,0,0,0,0,0,0,0,31-40
2092169,34,11,1979,4,male,422.0,0,0,0,0,0,0,0,0,31-40
1661592,34,17,1979,4,female,19.0,0,0,0,0,0,0,0,0,31-40
1120517,34,1,1979,4,male,11.0,0,0,0,0,0,0,0,0,31-40
1004757,34,5,1979,5,male,90.0,0,0,0,0,0,0,0,0,31-40
1510212,34,5,1979,5,male,36.0,0,0,0,0,0,0,0,0,31-40
1244997,34,6,1979,8,male,270.0,0,0,0,0,0,0,0,0,31-40
1700307,34,23,1979,8,male,165.0,0,0,0,0,0,0,0,0,31-40
1256256,34,9,1979,8,male,22.0,0,0,0,0,0,0,0,0,31-40
2140735,34,5,1979,8,female,12.0,0,0,0,0,0,0,0,0,31-40
1140205,34,7,1979,8,male,11.0,0,0,0,0,0,0,0,0,31-40
1263251,34,4,1979,9,male,511.0,0,0,0,0,0,0,0,0,31-40
1114119,34,28,1979,9,male,261.0,0,0,0,0,0,0,0,0,31-40
1911420,34,22,1979,9,male,23.0,0,0,0,0,0,0,0,0,31-40
1883681,34,15,1979,10,male,134.0,0,0,0,0,0,0,0,0,31-40
1421673,34,4,1979,10,male,18.0,0,0,0,0,0,0,0,0,31-40
2014389,36,15,1977,11,female,661.0,0,0,0,0,0,0,0,0,31-40
1780518,36,11,1977,11,male,149.0,0,0,0,0,0,0,0,0,31-40
1120350,36,29,1977,11,male,17.0,0,0,0,0,0,0,0,0,31-40
1689482,36,25,1977,12,male,309.0,0,0,0,0,0,0,0,0,31-40
1276606,35,20,1978,1,female,248.0,0,0,0,0,0,0,0,0,31-40
1974026,35,29,1978,1,male,18.0,0,0,0,0,0,0,0,0,31-40
1323772,35,1,1978,1,female,296.0,0,0,0,0,0,0,0,0,31-40
1073170,35,1,1978,1,male,7.0,0,0,0,0,0,0,0,0,31-40
1592921,35,9,1978,2,male,617.0,0,0,0,0,0,0,0,0,31-40
1488901,35,14,1978,2,male,467.0,0,0,0,3,0,3,0,0,31-40
1293930,35,28,1978,2,male,468.0,0,0,0,0,0,0,0,0,31-40
1049406,35,9,1978,2,female,271.0,0,0,0,0,0,0,0,0,31-40
1555435,35,2,1978,2,male,5.0,0,0,0,0,0,0,0,0,31-40
1205643,35,5,1978,3,male,15.0,0,0,0,0,0,0,0,0,31-40
1092252,35,28,1978,4,male,907.0,0,0,0,0,0,0,0,0,31-40
1278811,35,3,1978,4,female,185.0,0,0,0,0,0,0,0,0,31-40
2152548,35,23,1978,4,male,220.0,0,0,0,0,0,0,0,0,31-40
2004679,35,14,1978,4,female,0.0,0,0,0,0,0,0,0,0,31-40
1495832,35,25,1978,5,male,764.0,0,0,0,0,0,0,0,0,31-40
1431643,35,27,1978,5,male,139.0,0,0,0,0,0,0,0,0,31-40
1134358,35,2,1978,5,male,41.0,0,0,0,0,0,0,0,0,31-40
1980951,35,2,1978,5,male,2.0,0,0,0,0,0,0,0,0,31-40
1519897,35,9,1978,6,male,22.0,0,0,0,0,0,0,0,0,31-40
1970137,35,23,1978,7,male,302.0,0,0,0,0,0,0,0,0,31-40
2116784,35,3,1978,7,male,457.0,0,0,0,0,0,0,0,0,31-40
1243631,35,25,1978,7,female,130.0,0,0,0,0,0,0,0,0,31-40
1497951,35,10,1978,7,female,0.0,0,0,0,0,0,0,0,0,31-40
1066185,35,1,1978,7,male,533.0,0,0,0,0,0,0,0,0,31-40
1414224,35,13,1978,9,male,289.0,0,0,0,0,0,0,0,0,31-40
1851136,35,24,1978,9,male,12.0,0,0,0,0,0,0,0,0,31-40
1066430,35,9,1978,10,male,553.0,0,0,0,0,0,0,0,0,31-40
2080963,35,2,1978,10,male,20.0,0,0,0,0,0,0,0,0,31-40
1777294,37,28,1976,11,male,111.0,0,0,0,0,0,0,0,0,31-40
1416921,37,6,1976,11,male,10.0,0,0,0,0,0,0,0,0,31-40
1472373,36,18,1977,1,female,282.0,0,0,0,0,0,0,0,0,31-40
2017215,36,7,1977,1,male,8.0,0,0,0,0,0,0,0,0,31-40
1503530,36,1,1977,1,male,833.0,0,0,0,0,0,0,0,0,31-40
1555889,36,8,1977,3,female,49.0,0,0,0,0,0,0,0,0,31-40
1723813,36,3,1977,4,male,454.0,0,0,0,0,0,0,0,0,31-40
1872986,36,9,1977,5,male,914.0,0,0,0,0,0,0,0,0,31-40
1841708,36,2,1977,5,male,624.0,0,0,0,0,0,0,0,0,31-40
1380836,36,10,1977,5,male,503.0,0,0,0,0,0,0,0,0,31-40
1316033,36,24,1977,5,female,253.0,0,0,0,0,0,0,0,0,31-40
1130711,36,27,1977,5,female,59.0,0,0,0,0,0,0,0,0,31-40
1890274,36,3,1977,6,female,293.0,0,0,0,0,0,0,0,0,31-40
1929882,36,21,1977,6,male,107.0,0,0,0,0,0,0,0,0,31-40
1023132,36,7,1977,7,female,722.0,0,0,0,0,0,0,0,0,31-40
1288541,36,27,1977,7,male,298.0,0,0,0,0,0,0,0,0,31-40
1442565,36,7,1977,7,male,129.0,0,0,0,0,0,0,0,0,31-40
1933140,36,1,1977,7,male,131.0,0,0,0,0,0,0,0,0,31-40
2038608,36,12,1977,8,male,335.0,0,0,0,0,0,0,0,0,31-40
1174970,36,8,1977,8,male,304.0,0,0,0,0,0,0,0,0,31-40
1416402,36,17,1977,8,male,1.0,0,0,0,0,0,0,0,0,31-40
2069549,36,1,1977,8,male,273.0,0,0,0,0,0,0,0,0,31-40
2174368,36,1,1977,8,female,17.0,0,0,0,0,0,0,0,0,31-40
1264798,36,6,1977,9,male,40.0,0,0,0,0,0,0,0,0,31-40
1525977,36,1,1977,9,male,777.0,0,0,0,0,0,0,0,0,31-40
1413979,36,29,1977,10,male,400.0,0,0,0,0,0,0,0,0,31-40
1367312,36,20,1977,10,female,13.0,0,0,0,0,0,0,0,0,31-40
1987399,36,1,1977,10,male,2.0,0,0,0,0,0,0,0,0,31-40
1306934,38,30,1975,12,male,243.0,0,0,0,0,0,0,0,0,31-40
1045883,38,16,1975,12,male,9.0,0,0,0,0,0,0,0,0,31-40
1433354,38,1,1975,12,male,515.0,0,0,0,0,0,0,0,0,31-40
1016996,37,26,1976,1,male,819.0,0,0,0,0,0,0,0,0,31-40
1649030,37,5,1976,1,male,557.0,0,0,0,0,0,0,0,0,31-40
1706697,37,29,1976,2,male,327.0,0,0,0,0,0,0,0,0,31-40
1773723,37,23,1976,2,male,65.0,0,0,0,0,0,0,0,0,31-40
1323754,37,7,1976,3,male,280.0,0,0,0,0,0,0,0,0,31-40
2094667,37,26,1976,3,male,288.0,0,0,0,0,0,0,0,0,31-40
1164738,37,9,1976,3,male,144.0,0,0,0,0,0,0,0,0,31-40
1941369,37,30,1976,4,male,327.0,0,0,0,0,0,0,0,0,31-40
1578036,37,7,1976,4,male,271.0,0,0,0,0,0,0,0,0,31-40
2059653,37,20,1976,4,female,120.0,0,0,0,0,0,0,0,0,31-40
1401225,37,5,1976,4,male,30.0,0,0,0,0,0,0,0,0,31-40
1666486,37,8,1976,5,male,302.0,0,0,0,0,0,0,0,0,31-40
1831817,37,14,1976,5,female,243.0,0,0,0,0,0,0,0,0,31-40
1571472,37,11,1976,5,male,63.0,0,0,0,0,0,0,0,0,31-40
2092999,37,5,1976,6,female,431.0,0,0,0,0,0,0,0,0,31-40
1212668,37,26,1976,6,female,363.0,0,0,0,0,0,0,0,0,31-40
1604049,37,9,1976,6,male,93.0,0,0,0,0,0,0,0,0,31-40
2096304,37,6,1976,7,male,22.0,0,0,0,0,0,0,0,0,31-40
1687969,37,22,1976,7,male,11.0,0,0,0,0,0,0,0,0,31-40
1358449,37,5,1976,9,male,600.0,0,0,0,0,0,0,0,0,31-40
1653014,37,3,1976,9,female,306.0,0,0,0,0,0,0,0,0,31-40
1324439,37,8,1976,9,female,86.0,0,0,0,0,0,0,0,0,31-40
1747498,37,20,1976,10,male,280.0,0,0,0,0,0,0,0,0,31-40
1271367,37,5,1976,10,male,37.0,0,0,0,0,0,0,0,0,31-40
1801309,37,20,1976,10,male,7.0,0,0,0,0,0,0,0,0,31-40
1489803,39,8,1974,12,female,496.0,0,0,0,0,0,0,0,0,31-40
2037060,38,20,1975,1,male,478.0,0,0,0,0,0,0,0,0,31-40
1268996,38,1,1975,1,male,1030.0,0,0,0,0,0,0,0,0,31-40
1460737,38,12,1975,2,male,795.0,0,0,0,0,0,0,0,0,31-40
1661669,38,28,1975,2,female,371.0,0,0,0,0,0,0,0,0,31-40
1773161,38,7,1975,2,male,176.0,0,0,0,0,0,0,0,0,31-40
1705669,38,8,1975,2,male,49.0,0,0,0,0,0,0,0,0,31-40
1134442,38,19,1975,2,female,11.0,0,0,0,0,0,0,0,0,31-40
2118653,38,30,1975,3,male,269.0,0,0,0,0,0,0,0,0,31-40
1549692,38,25,1975,3,female,269.0,0,0,0,0,0,0,0,0,31-40
1900833,38,20,1975,3,male,89.0,0,0,0,0,0,0,0,0,31-40
1324246,38,4,1975,5,male,613.0,0,0,0,0,0,0,0,0,31-40
1044905,38,22,1975,5,male,569.0,0,0,0,0,0,0,0,0,31-40
1481317,38,12,1975,5,male,241.0,0,0,0,0,0,0,0,0,31-40
1179384,38,29,1975,5,male,219.0,0,0,0,0,0,0,0,0,31-40
1071977,38,15,1975,6,female,393.0,0,0,0,0,0,0,0,0,31-40
1883527,38,17,1975,6,male,303.0,0,0,0,0,0,0,0,0,31-40
2013934,38,18,1975,8,male,203.0,0,0,0,0,0,0,0,0,31-40
1887225,38,14,1975,9,male,188.0,0,0,0,0,0,0,0,0,31-40
1997880,38,27,1975,9,male,152.0,0,0,0,0,0,0,0,0,31-40
1296836,38,9,1975,9,male,52.0,0,0,0,0,0,0,0,0,31-40
2025586,38,19,1975,10,male,368.0,0,0,0,0,0,0,0,0,31-40
1553667,38,29,1975,10,female,29.0,0,0,0,0,0,0,0,0,31-40
1094788,38,1,1975,11,male,0.0,0,0,0,0,0,0,0,0,31-40
1980156,40,8,1973,11,male,309.0,0,0,0,0,0,0,0,0,31-40
1520414,40,11,1973,12,male,220.0,0,0,0,0,0,0,0,0,31-40
1869618,40,3,1973,12,male,188.0,0,0,0,0,0,0,0,0,31-40
1818731,40,23,1973,12,male,52.0,0,0,0,0,0,0,0,0,31-40
1221348,39,1,1974,1,male,213.0,0,0,0,0,0,0,0,0,31-40
1302566,39,1,1974,1,female,98.0,0,0,0,0,0,0,0,0,31-40
1397467,39,16,1974,3,male,485.0,0,0,0,1,0,0,0,1,31-40
1218589,39,2,1974,3,female,8.0,0,0,0,0,0,0,0,0,31-40
2163441,39,16,1974,4,female,263.0,0,0,0,0,0,0,0,0,31-40
1492985,39,16,1974,5,male,680.0,0,0,0,0,0,0,0,0,31-40
1032217,39,8,1974,5,female,433.0,0,0,0,0,0,0,0,0,31-40
1352960,39,20,1974,5,male,141.0,0,0,0,0,0,0,0,0,31-40
1576582,39,21,1974,7,female,354.0,0,0,0,0,0,0,0,0,31-40
1297138,39,25,1974,7,male,273.0,0,0,0,0,0,0,0,0,31-40
1624077,39,23,1974,8,female,717.0,0,0,0,0,0,0,0,0,31-40
1565507,39,8,1974,8,male,401.0,0,0,0,0,0,0,0,0,31-40
1681972,39,11,1974,8,male,43.0,0,0,0,0,0,0,0,0,31-40
1716432,39,18,1974,8,male,14.0,0,0,0,0,0,0,0,0,31-40
2091632,39,19,1974,9,male,16.0,0,0,0,0,0,0,0,0,31-40
1556487,39,18,1974,10,male,359.0,0,0,0,0,0,0,0,0,31-40
1206571,39,15,1974,10,female,294.0,0,0,0,0,0,0,0,0,31-40
2179445,39,9,1974,10,male,151.0,0,0,0,0,0,0,0,0,31-40
1458767,41,11,1972,12,male,414.0,0,0,0,0,0,0,0,0,41-50
1657283,40,26,1973,1,male,382.0,0,0,0,0,0,0,0,0,31-40
1500919,40,1,1973,1,male,107.0,0,0,0,0,0,0,0,0,31-40
1065853,40,13,1973,2,male,310.0,0,0,0,0,0,0,0,0,31-40
1350753,40,13,1973,3,male,1033.0,0,0,0,0,0,0,0,0,31-40
1384636,40,3,1973,3,male,318.0,0,0,0,0,0,0,0,0,31-40
1660315,40,15,1973,3,male,194.0,0,0,0,0,0,0,0,0,31-40
1969224,40,13,1973,3,male,18.0,0,0,0,0,0,0,0,0,31-40
1268648,40,15,1973,4,male,596.0,0,0,0,0,0,0,0,0,31-40
1711299,40,26,1973,5,male,331.0,0,0,0,0,0,0,0,0,31-40
1155074,40,27,1973,5,male,264.0,0,0,0,0,0,0,0,0,31-40
1177632,40,8,1973,5,male,179.0,0,0,0,0,0,0,0,0,31-40
1540531,40,4,1973,6,male,1.0,0,0,0,0,0,0,0,0,31-40
1692118,40,8,1973,7,female,188.0,0,0,0,0,0,0,0,0,31-40
1236968,40,16,1973,8,male,195.0,0,0,0,0,0,0,0,0,31-40
1944805,40,16,1973,9,male,423.0,0,0,0,0,0,0,0,0,31-40
2190573,40,6,1973,9,male,230.0,0,0,0,0,0,0,0,0,31-40
1106005,40,30,1973,9,male,142.0,0,0,0,0,0,0,0,0,31-40
1907419,40,13,1973,10,male,112.0,0,0,0,0,0,0,0,0,31-40
1688714,40,25,1973,10,male,74.0,0,0,0,0,0,0,0,0,31-40
2186187,40,1,1973,11,male,394.0,0,0,0,0,0,0,0,0,31-40
2098928,42,17,1971,11,male,484.0,0,0,0,0,0,0,0,0,41-50
1565269,42,21,1971,11,male,68.0,0,0,0,0,0,0,0,0,41-50
2009070,41,11,1972,1,male,25.0,0,0,0,0,0,0,0,0,41-50
1258260,41,10,1972,1,male,464.0,0,0,0,0,0,0,0,0,41-50
1486248,41,9,1972,1,male,443.0,0,0,0,0,0,0,0,0,41-50
2119525,41,18,1972,1,female,308.0,0,0,0,0,0,0,0,0,41-50
1631297,41,25,1972,1,male,29.0,0,0,0,0,0,0,0,0,41-50
1370666,41,6,1972,1,female,41.0,0,0,0,0,0,0,0,0,41-50
1022740,41,1,1972,1,female,482.0,0,0,0,0,0,0,0,0,41-50
1730969,41,1,1972,1,male,47.0,0,0,0,0,0,0,0,0,41-50
1681210,41,11,1972,2,male,1523.0,0,0,0,0,0,0,0,0,41-50
2073730,41,20,1972,2,male,258.0,0,0,0,0,0,0,0,0,41-50
1000183,41,13,1972,3,male,362.0,0,0,0,0,0,0,0,0,41-50
1581648,41,27,1972,3,male,549.0,0,0,0,0,0,0,0,0,41-50
2146615,41,2,1972,3,male,55.0,0,0,0,0,0,0,0,0,41-50
1900553,41,14,1972,4,male,771.0,0,0,0,0,0,0,0,0,41-50
1913147,41,23,1972,4,female,94.0,0,0,0,0,0,0,0,0,41-50
1287346,41,4,1972,4,male,2.0,0,0,0,0,0,0,0,0,41-50
1212943,41,7,1972,5,male,1004.0,0,0,0,0,0,0,0,0,41-50
1091343,41,9,1972,5,male,176.0,0,0,0,2,0,0,0,2,41-50
1698425,41,29,1972,7,female,502.0,0,0,0,0,0,0,0,0,41-50
1169748,41,29,1972,7,male,251.0,0,0,0,0,0,0,0,0,41-50
1325215,41,24,1972,7,male,85.0,0,0,0,0,0,0,0,0,41-50
1073384,41,5,1972,7,female,72.0,0,0,0,0,0,0,0,0,41-50
1087694,41,30,1972,7,male,64.0,0,0,0,0,0,0,0,0,41-50
1081551,41,17,1972,8,male,1368.0,0,0,0,0,0,0,0,0,41-50
2145218,41,11,1972,8,male,393.0,0,0,0,0,0,0,0,0,41-50
1258865,41,17,1972,8,female,188.0,0,0,0,0,0,0,0,0,41-50
1913768,41,3,1972,9,male,349.0,0,0,0,0,0,0,0,0,41-50
2054045,41,9,1972,9,male,24.0,0,0,0,0,0,0,0,0,41-50
2050035,41,21,1972,10,male,565.0,0,0,0,0,0,0,0,0,41-50
1425183,41,5,1972,10,male,416.0,0,0,0,0,0,0,0,0,41-50
1301738,43,27,1970,11,female,370.0,0,0,0,0,0,0,0,0,41-50
1973387,43,5,1970,11,male,356.0,0,0,0,0,0,0,0,0,41-50
2076119,43,20,1970,12,female,307.0,0,0,0,0,0,0,0,0,41-50
2113730,42,2,1971,1,male,179.0,0,0,0,0,0,0,0,0,41-50
1748769,42,13,1971,1,male,162.0,0,0,0,0,0,0,0,0,41-50
1390183,42,1,1971,1,male,485.0,0,0,0,0,0,0,0,0,41-50
1337500,42,19,1971,2,male,446.0,0,0,0,0,0,0,0,0,41-50
1989585,42,26,1971,3,male,435.0,0,0,0,0,0,0,0,0,41-50
1115486,42,14,1971,3,male,140.0,0,0,0,0,0,0,0,0,41-50
1902300,42,4,1971,5,female,673.0,0,0,0,0,0,0,0,0,41-50
1708374,42,3,1971,5,male,456.0,0,0,0,0,0,0,0,0,41-50
1951351,42,18,1971,5,male,341.0,0,0,0,0,0,0,0,0,41-50
1490719,42,15,1971,6,female,468.0,0,0,0,0,0,0,0,0,41-50
1691738,42,28,1971,6,male,55.0,0,0,0,0,0,0,0,0,41-50
2034606,42,14,1971,7,female,517.0,0,0,0,0,0,0,0,0,41-50
1732866,42,2,1971,7,male,459.0,0,0,0,0,0,0,0,0,41-50
1862951,42,25,1971,7,male,21.0,0,0,0,0,0,0,0,0,41-50
1816632,42,8,1971,8,male,490.0,0,0,0,0,0,0,0,0,41-50
1382330,42,19,1971,8,male,379.0,0,0,0,0,0,0,0,0,41-50
1119718,42,13,1971,9,male,667.0,0,0,0,0,0,0,0,0,41-50
1183150,42,12,1971,9,female,93.0,0,0,0,0,0,0,0,0,41-50
1134328,42,1,1971,9,male,230.0,0,0,0,0,0,0,0,0,41-50
1599576,42,11,1971,10,male,359.0,0,0,0,0,0,0,0,0,41-50
1963101,44,26,1969,12,male,212.0,0,0,0,0,0,0,0,0,41-50
1947399,44,28,1969,12,male,62.0,0,0,0,0,0,0,0,0,41-50
1395173,43,12,1970,1,female,499.0,0,0,0,0,0,0,0,0,41-50
1435687,43,15,1970,1,male,254.0,0,0,0,0,0,0,0,0,41-50
2088593,43,18,1970,2,male,580.0,0,0,0,0,0,0,0,0,41-50
2037537,43,2,1970,2,male,25.0,0,0,0,0,0,0,0,0,41-50
1154663,43,19,1970,3,male,121.0,0,0,0,0,0,0,0,0,41-50
1219454,43,29,1970,3,female,84.0,0,0,0,0,0,0,0,0,41-50
1719732,43,16,1970,4,male,628.0,0,0,0,0,0,0,0,0,41-50
1601814,43,2,1970,4,male,513.0,0,0,0,3,0,3,0,0,41-50
1380028,43,21,1970,4,male,21.0,0,0,0,4,0,1,0,3,41-50
2132812,43,30,1970,5,male,341.0,0,0,0,0,0,0,0,0,41-50
1572558,43,25,1970,6,female,567.0,0,0,0,0,0,0,0,0,41-50
1993362,43,19,1970,6,male,38.0,0,0,0,0,0,0,0,0,41-50
1285020,43,1,1970,6,male,801.0,0,0,0,0,0,0,0,0,41-50
1150184,43,10,1970,7,male,241.0,0,0,0,0,0,0,0,0,41-50
1630744,43,3,1970,7,male,27.0,0,0,0,0,0,0,0,0,41-50
1658729,43,1,1970,7,male,220.0,0,0,0,0,0,0,0,0,41-50
1301598,43,27,1970,8,male,498.0,0,0,0,0,0,0,0,0,41-50
1442623,43,4,1970,9,female,227.0,0,0,0,0,0,0,0,0,41-50
1231529,43,1,1970,9,female,603.0,0,0,0,0,0,0,0,0,41-50
2046334,43,28,1970,10,female,248.0,0,0,0,0,0,0,0,0,41-50
1889335,45,17,1968,11,male,188.0,0,0,0,0,0,0,0,0,41-50
1346986,45,22,1968,12,male,505.0,0,0,0,0,0,0,0,0,41-50
1735612,45,4,1968,12,male,431.0,0,0,0,0,0,0,0,0,41-50
1774347,45,10,1968,12,male,254.0,0,0,0,0,0,0,0,0,41-50
1191582,45,26,1968,12,male,77.0,0,0,0,0,0,0,0,0,41-50
1154653,45,10,1968,12,male,10.0,0,0,0,0,0,0,0,0,41-50
1667402,44,26,1969,1,male,68.0,0,0,0,0,0,0,0,0,41-50
2121181,44,16,1969,3,male,669.0,0,0,0,0,0,0,0,0,41-50
1837753,44,23,1969,4,male,624.0,0,0,0,0,0,0,0,0,41-50
1076069,44,10,1969,5,male,416.0,0,0,0,0,0,0,0,0,41-50
1169734,44,15,1969,5,female,58.0,0,0,0,0,0,0,0,0,41-50
1994504,44,8,1969,6,female,376.0,0,0,0,0,0,0,0,0,41-50
1109993,44,12,1969,7,male,73.0,0,0,0,0,0,0,0,0,41-50
1558941,44,8,1969,9,male,618.0,0,0,0,0,0,0,0,0,41-50
1340526,44,15,1969,9,male,224.0,0,0,0,0,0,0,0,0,41-50
1148734,44,23,1969,9,male,184.0,0,0,0,0,0,0,0,0,41-50
1680142,44,1,1969,9,male,265.0,0,0,0,0,0,0,0,0,41-50
1218487,44,25,1969,10,male,85.0,0,0,0,0,0,0,0,0,41-50
1730178,44,10,1969,10,male,3.0,0,0,0,0,0,0,0,0,41-50
2116127,46,3,1967,11,male,505.0,0,0,0,0,0,0,0,0,41-50
1314070,46,24,1967,12,female,619.0,0,0,0,0,0,0,0,0,41-50
1379505,45,1,1968,1,male,164.0,0,0,0,0,0,0,0,0,41-50
1637440,45,1,1968,1,male,4.0,0,0,0,0,0,0,0,0,41-50
1546299,45,25,1968,2,male,406.0,0,0,0,0,0,0,0,0,41-50
